4278.97,3991.79,4253.33,4106.15,4332.82,4614.87,4070.26,4637.44,4217.95,4236.41,4195.38,4272.82,4596.92,4345.13,0
4274.87,3995.38,4238.97,4100.51,4335.9,4622.56,4105.64,4606.67,4212.82,4223.08,4191.79,4269.74,4565.64,4317.95,0
4281.03,3976.92,4253.33,4107.69,4338.46,4626.15,4047.18,4598.46,4179.49,4222.05,4197.44,4262.05,4592.31,4349.23,0
4298.46,4005.13,4254.36,4127.18,4336.41,4613.85,4069.23,4602.56,4203.59,4232.82,4201.03,4272.31,4608.72,4353.33,0
4306.15,4022.05,4265.13,4136.41,4361.54,4636.41,4091.79,4621.54,4209.23,4270.26,4225.13,4280.51,4640.51,4366.67,1
4307.18,3993.85,4266.67,4126.67,4317.44,4618.97,4054.87,4630.77,4221.54,4243.59,4221.03,4294.36,4626.15,4372.31,0
4374.87,4073.85,4343.08,4194.87,4389.74,4694.87,4118.97,4684.1,4271.28,4303.59,4274.36,4348.72,4679.49,4433.85,0
4286.67,3995.9,4243.59,4109.74,4344.1,4614.87,4055.9,4620,4200.51,4226.67,4193.85,4267.69,4592.82,4346.67,1
4297.95,4005.64,4261.54,4123.59,4343.59,4624.1,4062.56,4613.33,4206.67,4235.9,4205.13,4270.26,4591.79,4353.33,0
4251.28,4023.59,4229.23,4116.92,4338.46,4616.41,4064.1,4615.38,4203.59,4207.18,4175.9,4244.62,4574.36,4303.59,0
4396.41,4021.54,4278.97,4139.49,4316.92,4597.95,4068.72,4618.46,4213.33,4265.13,4220.51,4314.87,4720.51,4484.1,0
4324.1,4050.26,4281.54,4156.41,4347.69,4627.69,4071.79,4601.03,4189.74,4230.77,4198.46,4276.41,4596.92,4362.56,1
4319.49,3998.46,4267.18,4106.67,4329.23,4616.92,4060,4625.64,4218.97,4233.33,4210.77,4286.15,4615.38,4386.67,1
4279.49,3983.59,4264.1,4124.1,4348.21,4631.79,4077.44,4615.9,4199.49,4215.9,4190.77,4268.21,4593.33,4335.9,0
